Initialzing...
Initializing data source...
Loading training data...
Data initialization complete.
Initializing model...
Model initialization complete.
Training START
iter 1900:, hard_loss_metric=0.24051258, hard_loss_metric=0.24051258, full_loss_metric=0.17879385, full_loss_num=5000.83837891, mean_dist=2.35184860, lr=0.000100, hard or full='full'
iter 11400:, hard_loss_metric=0.33907184, hard_loss_metric=0.33907184, full_loss_metric=0.18067476, full_loss_num=2488.14819336, mean_dist=1.53461981, lr=0.000100, hard or full='full'
iter 11500:, hard_loss_metric=0.34963998, hard_loss_metric=0.34963998, full_loss_metric=0.18257406, full_loss_num=2551.25927734, mean_dist=1.56453657, lr=0.000100, hard or full='full'
iter 11600:, hard_loss_metric=0.35572511, hard_loss_metric=0.35572511, full_loss_metric=0.18448639, full_loss_num=2522.39892578, mean_dist=1.55894077, lr=0.000100, hard or full='full'
iter 11700:, hard_loss_metric=0.33738118, hard_loss_metric=0.33738118, full_loss_metric=0.18095453, full_loss_num=2409.61035156, mean_dist=1.54887891, lr=0.000100, hard or full='full'
iter 11800:, hard_loss_metric=0.35817674, hard_loss_metric=0.35817674, full_loss_metric=0.17981862, full_loss_num=2728.52783203, mean_dist=1.50386655, lr=0.000100, hard or full='full'
iter 11900:, hard_loss_metric=0.33935741, hard_loss_metric=0.33935741, full_loss_metric=0.17965527, full_loss_num=2418.02246094, mean_dist=1.56740642, lr=0.000100, hard or full='full'
0:14:06.920684
iter 12000:, hard_loss_metric=0.33564949, hard_loss_metric=0.33564949, full_loss_metric=0.17782994, full_loss_num=2363.76708984, mean_dist=1.55426121, lr=0.000100, hard or full='full'
iter 12100:, hard_loss_metric=0.34571412, hard_loss_metric=0.34571412, full_loss_metric=0.18007185, full_loss_num=2505.71142578, mean_dist=1.54397678, lr=0.000100, hard or full='full'
iter 12200:, hard_loss_metric=0.34040725, hard_loss_metric=0.34040725, full_loss_metric=0.18224289, full_loss_num=2440.08325195, mean_dist=1.58761060, lr=0.000100, hard or full='full'
iter 12300:, hard_loss_metric=0.33962414, hard_loss_metric=0.33962414, full_loss_metric=0.17966025, full_loss_num=2395.99902344, mean_dist=1.57183075, lr=0.000100, hard or full='full'
iter 12400:, hard_loss_metric=0.34415475, hard_loss_metric=0.34415475, full_loss_metric=0.18021610, full_loss_num=2478.84130859, mean_dist=1.56023288, lr=0.000100, hard or full='full'
iter 12500:, hard_loss_metric=0.34587747, hard_loss_metric=0.34587747, full_loss_metric=0.18261532, full_loss_num=2480.29150391, mean_dist=1.55379653, lr=0.000100, hard or full='full'
iter 12600:, hard_loss_metric=0.35212412, hard_loss_metric=0.35212412, full_loss_metric=0.18409532, full_loss_num=2461.45727539, mean_dist=1.58348310, lr=0.000100, hard or full='full'
iter 12700:, hard_loss_metric=0.34753704, hard_loss_metric=0.34753704, full_loss_metric=0.18149483, full_loss_num=2483.39819336, mean_dist=1.57881367, lr=0.000100, hard or full='full'
iter 12800:, hard_loss_metric=0.35021782, hard_loss_metric=0.35021782, full_loss_metric=0.18400007, full_loss_num=2442.37768555, mean_dist=1.59593022, lr=0.000100, hard or full='full'
iter 12900:, hard_loss_metric=0.33770478, hard_loss_metric=0.33770478, full_loss_metric=0.18001214, full_loss_num=2397.77197266, mean_dist=1.59987879, lr=0.000100, hard or full='full'
0:14:05.949531
iter 13000:, hard_loss_metric=0.34978864, hard_loss_metric=0.34978864, full_loss_metric=0.18535286, full_loss_num=2430.72363281, mean_dist=1.60724640, lr=0.000100, hard or full='full'
iter 13100:, hard_loss_metric=0.33425504, hard_loss_metric=0.33425504, full_loss_metric=0.18051977, full_loss_num=2282.77880859, mean_dist=1.61971378, lr=0.000100, hard or full='full'
iter 13200:, hard_loss_metric=0.34701583, hard_loss_metric=0.34701583, full_loss_metric=0.18175590, full_loss_num=2388.86767578, mean_dist=1.58657193, lr=0.000100, hard or full='full'
iter 13300:, hard_loss_metric=0.34757236, hard_loss_metric=0.34757236, full_loss_metric=0.18372004, full_loss_num=2410.61352539, mean_dist=1.58921337, lr=0.000100, hard or full='full'
iter 13400:, hard_loss_metric=0.33026466, hard_loss_metric=0.33026466, full_loss_metric=0.18208340, full_loss_num=2219.67138672, mean_dist=1.63116956, lr=0.000100, hard or full='full'
iter 13500:, hard_loss_metric=0.34026489, hard_loss_metric=0.34026489, full_loss_metric=0.18242273, full_loss_num=2352.02490234, mean_dist=1.61517596, lr=0.000100, hard or full='full'
iter 13600:, hard_loss_metric=0.34296006, hard_loss_metric=0.34296006, full_loss_metric=0.18239632, full_loss_num=2345.69116211, mean_dist=1.63413119, lr=0.000100, hard or full='full'
iter 13700:, hard_loss_metric=0.35215318, hard_loss_metric=0.35215318, full_loss_metric=0.18434645, full_loss_num=2437.42041016, mean_dist=1.61887789, lr=0.000100, hard or full='full'
iter 13800:, hard_loss_metric=0.33712560, hard_loss_metric=0.33712560, full_loss_metric=0.18207170, full_loss_num=2264.22241211, mean_dist=1.63021672, lr=0.000100, hard or full='full'
iter 13900:, hard_loss_metric=0.33863848, hard_loss_metric=0.33863848, full_loss_metric=0.18124266, full_loss_num=2329.79833984, mean_dist=1.62693632, lr=0.000100, hard or full='full'
0:14:06.281152
iter 14000:, hard_loss_metric=0.33890697, hard_loss_metric=0.33890697, full_loss_metric=0.18136230, full_loss_num=2249.35253906, mean_dist=1.63536823, lr=0.000100, hard or full='full'
iter 14100:, hard_loss_metric=0.34464711, hard_loss_metric=0.34464711, full_loss_metric=0.18451063, full_loss_num=2366.67260742, mean_dist=1.63752866, lr=0.000100, hard or full='full'
iter 14200:, hard_loss_metric=0.34561512, hard_loss_metric=0.34561512, full_loss_metric=0.18468918, full_loss_num=2364.78979492, mean_dist=1.64908123, lr=0.000100, hard or full='full'
iter 14300:, hard_loss_metric=0.33787224, hard_loss_metric=0.33787224, full_loss_metric=0.18360075, full_loss_num=2216.91210938, mean_dist=1.65245068, lr=0.000100, hard or full='full'
iter 14400:, hard_loss_metric=0.33597821, hard_loss_metric=0.33597821, full_loss_metric=0.18110439, full_loss_num=2327.48950195, mean_dist=1.62536192, lr=0.000100, hard or full='full'
iter 14500:, hard_loss_metric=0.34272388, hard_loss_metric=0.34272388, full_loss_metric=0.18465172, full_loss_num=2289.38598633, mean_dist=1.64941096, lr=0.000100, hard or full='full'
iter 14600:, hard_loss_metric=0.33945966, hard_loss_metric=0.33945966, full_loss_metric=0.18475083, full_loss_num=2227.21630859, mean_dist=1.66965544, lr=0.000100, hard or full='full'
iter 14700:, hard_loss_metric=0.35091963, hard_loss_metric=0.35091963, full_loss_metric=0.18420561, full_loss_num=2418.36059570, mean_dist=1.62523997, lr=0.000100, hard or full='full'
iter 14800:, hard_loss_metric=0.32216436, hard_loss_metric=0.32216436, full_loss_metric=0.17853914, full_loss_num=2151.09350586, mean_dist=1.67071140, lr=0.000100, hard or full='full'
iter 14900:, hard_loss_metric=0.33424202, hard_loss_metric=0.33424202, full_loss_metric=0.18235724, full_loss_num=2216.61230469, mean_dist=1.67164123, lr=0.000100, hard or full='full'
0:14:05.911966
iter 15000:, hard_loss_metric=0.32546452, hard_loss_metric=0.32546452, full_loss_metric=0.18015030, full_loss_num=2110.43847656, mean_dist=1.66701233, lr=0.000100, hard or full='full'
iter 15100:, hard_loss_metric=0.34261477, hard_loss_metric=0.34261477, full_loss_metric=0.18266916, full_loss_num=2395.00048828, mean_dist=1.64547169, lr=0.000100, hard or full='full'
iter 15200:, hard_loss_metric=0.33150256, hard_loss_metric=0.33150256, full_loss_metric=0.18300860, full_loss_num=2230.90649414, mean_dist=1.69422579, lr=0.000100, hard or full='full'
iter 15300:, hard_loss_metric=0.32408589, hard_loss_metric=0.32408589, full_loss_metric=0.18110073, full_loss_num=2052.69677734, mean_dist=1.69736516, lr=0.000100, hard or full='full'
iter 15400:, hard_loss_metric=0.33012843, hard_loss_metric=0.33012843, full_loss_metric=0.18295774, full_loss_num=2132.79321289, mean_dist=1.70488739, lr=0.000100, hard or full='full'
iter 15500:, hard_loss_metric=0.33103111, hard_loss_metric=0.33103111, full_loss_metric=0.18022795, full_loss_num=2179.05444336, mean_dist=1.67866206, lr=0.000100, hard or full='full'
iter 15600:, hard_loss_metric=0.33769324, hard_loss_metric=0.33769324, full_loss_metric=0.18268059, full_loss_num=2250.78833008, mean_dist=1.68952632, lr=0.000100, hard or full='full'
iter 15700:, hard_loss_metric=0.34172601, hard_loss_metric=0.34172601, full_loss_metric=0.18425463, full_loss_num=2269.86621094, mean_dist=1.68168914, lr=0.000100, hard or full='full'
iter 15800:, hard_loss_metric=0.32051861, hard_loss_metric=0.32051861, full_loss_metric=0.18128736, full_loss_num=2037.41137695, mean_dist=1.70812726, lr=0.000100, hard or full='full'
iter 15900:, hard_loss_metric=0.34235740, hard_loss_metric=0.34235740, full_loss_metric=0.18385799, full_loss_num=2260.52124023, mean_dist=1.67482054, lr=0.000100, hard or full='full'
0:14:06.737223
iter 16000:, hard_loss_metric=0.32950741, hard_loss_metric=0.32950741, full_loss_metric=0.18396747, full_loss_num=2089.28613281, mean_dist=1.71908951, lr=0.000100, hard or full='full'
iter 16100:, hard_loss_metric=0.33430463, hard_loss_metric=0.33430463, full_loss_metric=0.18315817, full_loss_num=2213.48754883, mean_dist=1.69357502, lr=0.000100, hard or full='full'
iter 16200:, hard_loss_metric=0.33912477, hard_loss_metric=0.33912477, full_loss_metric=0.18514225, full_loss_num=2244.30126953, mean_dist=1.70435154, lr=0.000100, hard or full='full'
iter 16300:, hard_loss_metric=0.35040471, hard_loss_metric=0.35040471, full_loss_metric=0.18582684, full_loss_num=2345.90966797, mean_dist=1.69307768, lr=0.000100, hard or full='full'
iter 16400:, hard_loss_metric=0.33086622, hard_loss_metric=0.33086622, full_loss_metric=0.18019246, full_loss_num=2208.68481445, mean_dist=1.69221509, lr=0.000100, hard or full='full'
iter 16500:, hard_loss_metric=0.33073342, hard_loss_metric=0.33073342, full_loss_metric=0.18366928, full_loss_num=2111.00219727, mean_dist=1.72768140, lr=0.000100, hard or full='full'
iter 16600:, hard_loss_metric=0.33711594, hard_loss_metric=0.33711594, full_loss_metric=0.18457977, full_loss_num=2246.36718750, mean_dist=1.71036243, lr=0.000100, hard or full='full'
iter 16700:, hard_loss_metric=0.33839169, hard_loss_metric=0.33839169, full_loss_metric=0.18293987, full_loss_num=2228.94165039, mean_dist=1.69942415, lr=0.000100, hard or full='full'
iter 16800:, hard_loss_metric=0.33762318, hard_loss_metric=0.33762318, full_loss_metric=0.18692225, full_loss_num=2204.20214844, mean_dist=1.73458254, lr=0.000100, hard or full='full'
iter 16900:, hard_loss_metric=0.33401853, hard_loss_metric=0.33401853, full_loss_metric=0.18261217, full_loss_num=2154.60766602, mean_dist=1.72322607, lr=0.000100, hard or full='full'
0:14:06.668762
iter 17000:, hard_loss_metric=0.34174293, hard_loss_metric=0.34174293, full_loss_metric=0.18162188, full_loss_num=2294.92871094, mean_dist=1.68240428, lr=0.000100, hard or full='full'
iter 17100:, hard_loss_metric=0.33612520, hard_loss_metric=0.33612520, full_loss_metric=0.18216330, full_loss_num=2202.42651367, mean_dist=1.70402575, lr=0.000100, hard or full='full'
iter 17200:, hard_loss_metric=0.34215149, hard_loss_metric=0.34215149, full_loss_metric=0.18580632, full_loss_num=2244.44677734, mean_dist=1.72964215, lr=0.000100, hard or full='full'
iter 17300:, hard_loss_metric=0.34016192, hard_loss_metric=0.34016192, full_loss_metric=0.18272202, full_loss_num=2192.19433594, mean_dist=1.72022569, lr=0.000100, hard or full='full'
iter 17400:, hard_loss_metric=0.33469531, hard_loss_metric=0.33469531, full_loss_metric=0.18370004, full_loss_num=2095.89550781, mean_dist=1.73992646, lr=0.000100, hard or full='full'
iter 17500:, hard_loss_metric=0.33933952, hard_loss_metric=0.33933952, full_loss_metric=0.18255715, full_loss_num=2190.03442383, mean_dist=1.71585846, lr=0.000100, hard or full='full'
iter 17600:, hard_loss_metric=0.34362403, hard_loss_metric=0.34362403, full_loss_metric=0.18702869, full_loss_num=2218.22509766, mean_dist=1.74478769, lr=0.000100, hard or full='full'
iter 17700:, hard_loss_metric=0.33287007, hard_loss_metric=0.33287007, full_loss_metric=0.18456784, full_loss_num=2134.56958008, mean_dist=1.75306177, lr=0.000100, hard or full='full'
iter 17800:, hard_loss_metric=0.32626694, hard_loss_metric=0.32626694, full_loss_metric=0.18280277, full_loss_num=2068.35717773, mean_dist=1.74264956, lr=0.000100, hard or full='full'
iter 17900:, hard_loss_metric=0.32669494, hard_loss_metric=0.32669494, full_loss_metric=0.18229322, full_loss_num=2116.43383789, mean_dist=1.74509597, lr=0.000100, hard or full='full'
0:14:07.223767
iter 18000:, hard_loss_metric=0.32450435, hard_loss_metric=0.32450435, full_loss_metric=0.18109573, full_loss_num=2039.56481934, mean_dist=1.75170851, lr=0.000100, hard or full='full'
iter 18100:, hard_loss_metric=0.32964954, hard_loss_metric=0.32964954, full_loss_metric=0.18310545, full_loss_num=2140.10864258, mean_dist=1.73776972, lr=0.000100, hard or full='full'
iter 18200:, hard_loss_metric=0.33599541, hard_loss_metric=0.33599541, full_loss_metric=0.18301101, full_loss_num=2130.34936523, mean_dist=1.74149823, lr=0.000100, hard or full='full'
iter 18300:, hard_loss_metric=0.35234970, hard_loss_metric=0.35234970, full_loss_metric=0.18898478, full_loss_num=2272.76660156, mean_dist=1.74645877, lr=0.000100, hard or full='full'
Initialzing...
Initializing data source...
Traceback (most recent call last):
  File "train.py", line 18, in <module>
    m = initialization(conf, train=opt.cache)[0]
  File "/home/huangyj_1/triplet/GaitSet-master/GaitSet-master/model/initialization.py", line 57, in initialization
    train_source, test_source = initialize_data(config, train, test)
  File "/home/huangyj_1/triplet/GaitSet-master/GaitSet-master/model/initialization.py", line 15, in initialize_data
    train_source, test_source = load_data(**config['data'], cache=(train or test))
  File "/home/huangyj_1/triplet/GaitSet-master/GaitSet-master/model/utils/data_loader.py", line 24, in load_data
    _seq_dir = osp.join(seq_type_path, _view)
  File "/home/pc/anaconda3/lib/python3.5/posixpath.py", line 76, in join
    sep = _get_sep(a)
  File "/home/pc/anaconda3/lib/python3.5/posixpath.py", line 40, in _get_sep
    if isinstance(path, bytes):
KeyboardInterrupt
Initialzing...
Initializing data source...
Loading training data...
Data initialization complete.
Initializing model...
Model initialization complete.
Training START
iter 18400:, hard_loss_metric=0.30924255, hard_loss_metric=0.30924255, full_loss_metric=0.18351834, full_loss_num=1233.03161621, mean_dist=1.75130200, lr=0.000100, hard or full='full'
iter 18500:, hard_loss_metric=0.31831092, hard_loss_metric=0.31831092, full_loss_metric=0.18558611, full_loss_num=1293.73388672, mean_dist=1.73606813, lr=0.000100, hard or full='full'
iter 18600:, hard_loss_metric=0.31420538, hard_loss_metric=0.31420538, full_loss_metric=0.18540654, full_loss_num=1209.16345215, mean_dist=1.77153623, lr=0.000100, hard or full='full'
iter 18700:, hard_loss_metric=0.31068999, hard_loss_metric=0.31068999, full_loss_metric=0.18293549, full_loss_num=1222.13903809, mean_dist=1.75972545, lr=0.000100, hard or full='full'
iter 18800:, hard_loss_metric=0.30760419, hard_loss_metric=0.30760419, full_loss_metric=0.18588169, full_loss_num=1197.83081055, mean_dist=1.78437459, lr=0.000100, hard or full='full'
iter 18900:, hard_loss_metric=0.31337604, hard_loss_metric=0.31337604, full_loss_metric=0.18467571, full_loss_num=1228.10900879, mean_dist=1.75677001, lr=0.000100, hard or full='full'
0:08:08.925321
iter 19000:, hard_loss_metric=0.30611712, hard_loss_metric=0.30611712, full_loss_metric=0.18471609, full_loss_num=1186.48059082, mean_dist=1.78065538, lr=0.000100, hard or full='full'
iter 19100:, hard_loss_metric=0.29675370, hard_loss_metric=0.29675370, full_loss_metric=0.17889027, full_loss_num=1130.65222168, mean_dist=1.77402604, lr=0.000100, hard or full='full'
iter 19200:, hard_loss_metric=0.29571331, hard_loss_metric=0.29571331, full_loss_metric=0.18456130, full_loss_num=1119.25378418, mean_dist=1.81904125, lr=0.000100, hard or full='full'
iter 19300:, hard_loss_metric=0.30348516, hard_loss_metric=0.30348516, full_loss_metric=0.18464859, full_loss_num=1130.68676758, mean_dist=1.80174625, lr=0.000100, hard or full='full'
iter 19400:, hard_loss_metric=0.30828512, hard_loss_metric=0.30828512, full_loss_metric=0.18655089, full_loss_num=1170.07482910, mean_dist=1.79185069, lr=0.000100, hard or full='full'
iter 19500:, hard_loss_metric=0.30233073, hard_loss_metric=0.30233073, full_loss_metric=0.18537830, full_loss_num=1137.33642578, mean_dist=1.79944241, lr=0.000100, hard or full='full'
iter 19600:, hard_loss_metric=0.29191735, hard_loss_metric=0.29191735, full_loss_metric=0.18364273, full_loss_num=1090.39831543, mean_dist=1.82572973, lr=0.000100, hard or full='full'
iter 19700:, hard_loss_metric=0.28734142, hard_loss_metric=0.28734142, full_loss_metric=0.17885891, full_loss_num=1085.81091309, mean_dist=1.79993892, lr=0.000100, hard or full='full'
iter 19800:, hard_loss_metric=0.31000060, hard_loss_metric=0.31000060, full_loss_metric=0.18494268, full_loss_num=1169.69604492, mean_dist=1.78528321, lr=0.000100, hard or full='full'
iter 19900:, hard_loss_metric=0.29453367, hard_loss_metric=0.29453367, full_loss_metric=0.18198270, full_loss_num=1122.71545410, mean_dist=1.79168284, lr=0.000100, hard or full='full'
0:11:42.738416
iter 20000:, hard_loss_metric=0.29478607, hard_loss_metric=0.29478607, full_loss_metric=0.18081017, full_loss_num=1122.75671387, mean_dist=1.80492902, lr=0.000100, hard or full='full'
iter 20100:, hard_loss_metric=0.29923761, hard_loss_metric=0.29923761, full_loss_metric=0.18398324, full_loss_num=1145.43652344, mean_dist=1.80212820, lr=0.000100, hard or full='full'
iter 20200:, hard_loss_metric=0.28988650, hard_loss_metric=0.28988650, full_loss_metric=0.18365711, full_loss_num=1063.88415527, mean_dist=1.84998822, lr=0.000100, hard or full='full'
iter 20300:, hard_loss_metric=0.30102533, hard_loss_metric=0.30102533, full_loss_metric=0.18609944, full_loss_num=1123.54113770, mean_dist=1.84228742, lr=0.000100, hard or full='full'
iter 20400:, hard_loss_metric=0.30626735, hard_loss_metric=0.30626735, full_loss_metric=0.18335097, full_loss_num=1145.34924316, mean_dist=1.80302846, lr=0.000100, hard or full='full'
iter 20500:, hard_loss_metric=0.30172479, hard_loss_metric=0.30172479, full_loss_metric=0.18386671, full_loss_num=1118.58190918, mean_dist=1.82723856, lr=0.000100, hard or full='full'
iter 20600:, hard_loss_metric=0.30474842, hard_loss_metric=0.30474842, full_loss_metric=0.18765157, full_loss_num=1134.25268555, mean_dist=1.85239029, lr=0.000100, hard or full='full'
iter 20700:, hard_loss_metric=0.29382125, hard_loss_metric=0.29382125, full_loss_metric=0.18372904, full_loss_num=1076.69152832, mean_dist=1.83743322, lr=0.000100, hard or full='full'
iter 20800:, hard_loss_metric=0.29745570, hard_loss_metric=0.29745570, full_loss_metric=0.18419752, full_loss_num=1087.33972168, mean_dist=1.82742965, lr=0.000100, hard or full='full'
iter 20900:, hard_loss_metric=0.29799807, hard_loss_metric=0.29799807, full_loss_metric=0.18618821, full_loss_num=1072.13000488, mean_dist=1.86297488, lr=0.000100, hard or full='full'
0:11:43.892079
iter 21000:, hard_loss_metric=0.30312750, hard_loss_metric=0.30312750, full_loss_metric=0.18640287, full_loss_num=1147.94812012, mean_dist=1.83146286, lr=0.000100, hard or full='full'
iter 21100:, hard_loss_metric=0.30359495, hard_loss_metric=0.30359495, full_loss_metric=0.18678454, full_loss_num=1131.37182617, mean_dist=1.83980167, lr=0.000100, hard or full='full'
iter 21200:, hard_loss_metric=0.28843042, hard_loss_metric=0.28843042, full_loss_metric=0.18206322, full_loss_num=1083.84082031, mean_dist=1.83965206, lr=0.000100, hard or full='full'
iter 21300:, hard_loss_metric=0.30774933, hard_loss_metric=0.30774933, full_loss_metric=0.18422343, full_loss_num=1205.10729980, mean_dist=1.79080737, lr=0.000100, hard or full='full'
iter 21400:, hard_loss_metric=0.29668343, hard_loss_metric=0.29668343, full_loss_metric=0.18567529, full_loss_num=1070.79577637, mean_dist=1.84606290, lr=0.000100, hard or full='full'
iter 21500:, hard_loss_metric=0.30228442, hard_loss_metric=0.30228442, full_loss_metric=0.18692021, full_loss_num=1116.80676270, mean_dist=1.84782422, lr=0.000100, hard or full='full'
iter 21600:, hard_loss_metric=0.28971994, hard_loss_metric=0.28971994, full_loss_metric=0.18233573, full_loss_num=1027.32958984, mean_dist=1.87372684, lr=0.000100, hard or full='full'
iter 21700:, hard_loss_metric=0.29588932, hard_loss_metric=0.29588932, full_loss_metric=0.18352909, full_loss_num=1101.38403320, mean_dist=1.84402525, lr=0.000100, hard or full='full'
iter 21800:, hard_loss_metric=0.29492998, hard_loss_metric=0.29492998, full_loss_metric=0.18258482, full_loss_num=1100.84887695, mean_dist=1.83564878, lr=0.000100, hard or full='full'
iter 21900:, hard_loss_metric=0.28538412, hard_loss_metric=0.28538412, full_loss_metric=0.18295519, full_loss_num=1024.08349609, mean_dist=1.87854695, lr=0.000100, hard or full='full'
0:11:44.135056
iter 22000:, hard_loss_metric=0.29798582, hard_loss_metric=0.29798582, full_loss_metric=0.18381153, full_loss_num=1116.47924805, mean_dist=1.84692550, lr=0.000100, hard or full='full'
iter 22100:, hard_loss_metric=0.29387408, hard_loss_metric=0.29387408, full_loss_metric=0.18357956, full_loss_num=1081.50891113, mean_dist=1.86043918, lr=0.000100, hard or full='full'
iter 22200:, hard_loss_metric=0.29952541, hard_loss_metric=0.29952541, full_loss_metric=0.18475635, full_loss_num=1090.54736328, mean_dist=1.87240648, lr=0.000100, hard or full='full'
iter 22300:, hard_loss_metric=0.29844320, hard_loss_metric=0.29844320, full_loss_metric=0.18434784, full_loss_num=1108.73510742, mean_dist=1.87429214, lr=0.000100, hard or full='full'
iter 22400:, hard_loss_metric=0.30459440, hard_loss_metric=0.30459440, full_loss_metric=0.18642087, full_loss_num=1112.16162109, mean_dist=1.87442565, lr=0.000100, hard or full='full'
iter 22500:, hard_loss_metric=0.29313377, hard_loss_metric=0.29313377, full_loss_metric=0.18407223, full_loss_num=1051.68981934, mean_dist=1.88123083, lr=0.000100, hard or full='full'
iter 22600:, hard_loss_metric=0.29110816, hard_loss_metric=0.29110816, full_loss_metric=0.18233915, full_loss_num=1075.02355957, mean_dist=1.86196339, lr=0.000100, hard or full='full'
iter 22700:, hard_loss_metric=0.30253321, hard_loss_metric=0.30253321, full_loss_metric=0.18413299, full_loss_num=1143.85253906, mean_dist=1.86451125, lr=0.000100, hard or full='full'
iter 22800:, hard_loss_metric=0.30652982, hard_loss_metric=0.30652982, full_loss_metric=0.18936080, full_loss_num=1133.47387695, mean_dist=1.88053191, lr=0.000100, hard or full='full'
iter 22900:, hard_loss_metric=0.29310137, hard_loss_metric=0.29310137, full_loss_metric=0.18364002, full_loss_num=1069.19885254, mean_dist=1.86680937, lr=0.000100, hard or full='full'
0:11:45.086349
iter 23000:, hard_loss_metric=0.30695331, hard_loss_metric=0.30695331, full_loss_metric=0.18655728, full_loss_num=1157.57421875, mean_dist=1.86414504, lr=0.000100, hard or full='full'
iter 23100:, hard_loss_metric=0.29664552, hard_loss_metric=0.29664552, full_loss_metric=0.18690877, full_loss_num=1049.98925781, mean_dist=1.88875723, lr=0.000100, hard or full='full'
iter 23200:, hard_loss_metric=0.30490026, hard_loss_metric=0.30490026, full_loss_metric=0.18882214, full_loss_num=1106.16833496, mean_dist=1.88881958, lr=0.000100, hard or full='full'
iter 23300:, hard_loss_metric=0.28898689, hard_loss_metric=0.28898689, full_loss_metric=0.18540834, full_loss_num=1023.63836670, mean_dist=1.90121317, lr=0.000100, hard or full='full'
iter 23400:, hard_loss_metric=0.27975804, hard_loss_metric=0.27975804, full_loss_metric=0.18005086, full_loss_num=1008.67968750, mean_dist=1.91061139, lr=0.000100, hard or full='full'
iter 23500:, hard_loss_metric=0.30287373, hard_loss_metric=0.30287373, full_loss_metric=0.18614453, full_loss_num=1117.87377930, mean_dist=1.87066436, lr=0.000100, hard or full='full'
iter 23600:, hard_loss_metric=0.27927583, hard_loss_metric=0.27927583, full_loss_metric=0.18157013, full_loss_num=997.73608398, mean_dist=1.89832294, lr=0.000100, hard or full='full'
iter 23700:, hard_loss_metric=0.29572427, hard_loss_metric=0.29572427, full_loss_metric=0.18517411, full_loss_num=1053.69213867, mean_dist=1.91382074, lr=0.000100, hard or full='full'
iter 23800:, hard_loss_metric=0.28920367, hard_loss_metric=0.28920367, full_loss_metric=0.18265408, full_loss_num=1024.58740234, mean_dist=1.92117703, lr=0.000100, hard or full='full'
iter 23900:, hard_loss_metric=0.28925580, hard_loss_metric=0.28925580, full_loss_metric=0.18398386, full_loss_num=1035.22375488, mean_dist=1.90261745, lr=0.000100, hard or full='full'
0:11:43.657586
iter 24000:, hard_loss_metric=0.30352843, hard_loss_metric=0.30352843, full_loss_metric=0.18537599, full_loss_num=1141.19055176, mean_dist=1.87962925, lr=0.000100, hard or full='full'
iter 24100:, hard_loss_metric=0.29722935, hard_loss_metric=0.29722935, full_loss_metric=0.18483137, full_loss_num=1066.44323730, mean_dist=1.89259434, lr=0.000100, hard or full='full'
iter 24200:, hard_loss_metric=0.29843926, hard_loss_metric=0.29843926, full_loss_metric=0.18709168, full_loss_num=1103.17956543, mean_dist=1.87834775, lr=0.000100, hard or full='full'
iter 24300:, hard_loss_metric=0.29586154, hard_loss_metric=0.29586154, full_loss_metric=0.18602692, full_loss_num=1043.98327637, mean_dist=1.93777955, lr=0.000100, hard or full='full'
iter 24400:, hard_loss_metric=0.30799353, hard_loss_metric=0.30799353, full_loss_metric=0.18714522, full_loss_num=1141.57080078, mean_dist=1.89141083, lr=0.000100, hard or full='full'
iter 24500:, hard_loss_metric=0.29338887, hard_loss_metric=0.29338887, full_loss_metric=0.18316405, full_loss_num=1042.06567383, mean_dist=1.91088629, lr=0.000100, hard or full='full'
iter 24600:, hard_loss_metric=0.28818652, hard_loss_metric=0.28818652, full_loss_metric=0.18509994, full_loss_num=1047.81677246, mean_dist=1.90254271, lr=0.000100, hard or full='full'
iter 24700:, hard_loss_metric=0.30208573, hard_loss_metric=0.30208573, full_loss_metric=0.18541338, full_loss_num=1103.46130371, mean_dist=1.90659940, lr=0.000100, hard or full='full'
iter 24800:, hard_loss_metric=0.29327989, hard_loss_metric=0.29327989, full_loss_metric=0.18494403, full_loss_num=1062.55834961, mean_dist=1.92505050, lr=0.000100, hard or full='full'
iter 24900:, hard_loss_metric=0.28938782, hard_loss_metric=0.28938782, full_loss_metric=0.18447289, full_loss_num=1049.53894043, mean_dist=1.92551374, lr=0.000100, hard or full='full'
0:11:42.025260
iter 25000:, hard_loss_metric=0.28296781, hard_loss_metric=0.28296781, full_loss_metric=0.18440907, full_loss_num=1007.35571289, mean_dist=1.93464112, lr=0.000100, hard or full='full'
iter 25100:, hard_loss_metric=0.30478442, hard_loss_metric=0.30478442, full_loss_metric=0.18744251, full_loss_num=1104.40039062, mean_dist=1.88163435, lr=0.000100, hard or full='full'
iter 25200:, hard_loss_metric=0.29554355, hard_loss_metric=0.29554355, full_loss_metric=0.18946002, full_loss_num=1060.10327148, mean_dist=1.93853807, lr=0.000100, hard or full='full'
iter 25300:, hard_loss_metric=0.29097882, hard_loss_metric=0.29097882, full_loss_metric=0.18314201, full_loss_num=1042.14123535, mean_dist=1.90723813, lr=0.000100, hard or full='full'
iter 25400:, hard_loss_metric=0.28861767, hard_loss_metric=0.28861767, full_loss_metric=0.18458632, full_loss_num=1004.98864746, mean_dist=1.95162368, lr=0.000100, hard or full='full'
iter 25500:, hard_loss_metric=0.30201712, hard_loss_metric=0.30201712, full_loss_metric=0.18732078, full_loss_num=1073.43066406, mean_dist=1.93064761, lr=0.000100, hard or full='full'
